广西人请进,#genre#
福建卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226341/index.m3u8
福建卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226377/index.m3u8
内蒙古卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226389/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
广西卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
江西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
青海卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
新疆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
山西卫视,http://[2409:8087:1a01:df::7005]:80//ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
福建卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
内蒙古卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
陕西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
甘肃卫视,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000322/index.m3u8?IASHttpSessionId=OTT
甘肃卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
兵团卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
大湾区卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
安多卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
古装剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
CETV-1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
NewTv超级电视剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTv欢乐剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTv金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTv超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTv超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTv超级综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTv东北热剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTv黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8

🛰IPV4,#genre#
CCTV1,http://sweetown.fun:4000/rtp/239.3.1.129:8008
CCTV2,http://sweetown.fun:4000/rtp/239.3.1.60:8084
CCTV3,http://sweetown.fun:4000/rtp/239.3.1.172:8001
CCTV4,http://sweetown.fun:4000/rtp/239.3.1.105:8092
CCTV5,http://sweetown.fun:4000/rtp/239.3.1.173:8001
CCTV5+,http://sweetown.fun:4000/rtp/239.3.1.130:8004
CCTV6,http://sweetown.fun:4000/rtp/239.3.1.174:8001
CCTV7,http://sweetown.fun:4000/rtp/239.3.1.61:8104
CCTV8,http://sweetown.fun:4000/rtp/239.3.1.175:8001
CCTV9,http://sweetown.fun:4000/rtp/239.3.1.62:8112
CCTV10,http://sweetown.fun:4000/rtp/239.3.1.63:8116
CCTV11,http://sweetown.fun:4000/rtp/239.3.1.152:8120
CCTV12,http://sweetown.fun:4000/rtp/239.3.1.64:8124
CCTV13,http://sweetown.fun:4000/rtp/239.3.1.124:8128
CCTV14,http://sweetown.fun:4000/rtp/239.3.1.65:8132
CCTV15,http://sweetown.fun:4000/rtp/239.3.1.153:8136
CCTV16,http://sweetown.fun:4000/rtp/239.3.1.184:8001
CCTV17,http://sweetown.fun:4000/rtp/239.3.1.151:8144

CCTV1,http://111.193.234.224:8888/rtp/239.3.1.129:8008
CCTV2,http://111.193.234.224:8888/rtp/239.3.1.60:8084
CCTV3,http://111.193.234.224:8888/rtp/239.3.1.172:8001
CCTV4,http://111.193.234.224:8888/rtp/239.3.1.105:8092
CCTV5,http://111.193.234.224:8888/rtp/239.3.1.173:8001
CCTV5+,http://111.193.234.224:8888/rtp/239.3.1.130:8004
CCTV6,http://111.193.234.224:8888/rtp/239.3.1.174:8001
CCTV7,http://111.193.234.224:8888/rtp/239.3.1.61:8104
CCTV8,http://111.193.234.224:8888/rtp/239.3.1.175:8001
CCTV9,http://111.193.234.224:8888/rtp/239.3.1.62:8112
CCTV10,http://111.193.234.224:8888/rtp/239.3.1.63:8116
CCTV11,http://111.193.234.224:8888/rtp/239.3.1.152:8120
CCTV12,http://111.193.234.224:8888/rtp/239.3.1.64:8124
CCTV13,http://111.193.234.224:8888/rtp/239.3.1.124:8128
CCTV14,http://111.193.234.224:8888/rtp/239.3.1.65:8132
CCTV15,http://111.193.234.224:8888/rtp/239.3.1.153:8136
CCTV16,http://111.193.234.224:8888/rtp/239.3.1.184:8001
CCTV17,http://111.193.234.224:8888/rtp/239.3.1.151:8144

兵器科技,http://171.117.181.232:8082/rtp/226.0.2.223:9696
第一剧场,http://171.117.181.232:8082/rtp/226.0.2.221:9680
怀旧剧场,http://171.117.181.232:8082/rtp/226.0.2.224:9704
都市剧场,http://171.117.181.232:8082/rtp/226.0.2.81:8560
都市剧场,http://125.118.10.234:4022/udp/233.50.200.11:5140
欢笑剧场,http://125.118.10.234:4022/udp/233.50.200.229:5140
热播剧场,http://114.245.104.135:8888/rtp/239.3.1.194:9020
风云剧场,http://171.117.181.232:8082/rtp/226.0.2.227:9728
风云音乐,http://171.117.181.232:8082/rtp/226.0.2.220:9672
风云足球,http://171.117.181.232:8082/rtp/226.0.2.225:9712
网络棋牌,http://27.191.71.248:7000/rtp/239.254.201.159:7169
游戏竞技,http://27.191.71.248:7000/rtp/239.254.201.157:6269
游戏风云,http://171.117.181.232:8082/rtp/226.0.2.78:8536
游戏风云,http://125.118.10.234:4022/udp/233.50.200.14:5140
电子体育,http://175.146.120.43:8888/rtp/232.0.0.24:1234
女性时尚,http://171.117.181.232:8082/rtp/226.0.2.226:9720
生活时尚,http://171.117.181.232:8082/rtp/226.0.2.84:8584
生活时尚,http://125.118.10.234:4022/udp/233.50.200.15:5140
央视文化精品,http://171.117.181.232:8082/rtp/226.0.2.219:9664
世界地理,http://171.117.181.232:8082/rtp/226.0.2.222:9688
动漫秀场,http://27.191.71.248:7000/rtp/239.254.201.165:6358
动漫秀场,http://125.118.10.234:4022/udp/233.50.200.12:5140
金鹰卡通,http://223.10.39.217:8083/udp/239.1.1.61:8061
炫动卡通,http://223.10.39.217:8083/udp/239.1.1.64:8064
优漫卡通,http://223.10.39.217:8083/udp/239.1.1.72:8072
嘉佳卡通,http://223.10.39.217:8083/udp/239.1.1.68:8068
乐游,http://171.117.181.232:8082/rtp/226.0.2.77:8528
乐游,http://125.118.10.234:4022/udp/233.50.200.148:5140
CHC家庭影院,http://fxgm.fxjf.work:19901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://171.117.181.232:8082/rtp/226.0.2.240:9820
CHC动作电影,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://171.117.181.232:8082/rtp/226.0.2.94:8012
CHC高清电影,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清电影,http://171.117.181.232:8082/rtp/226.0.2.93:8004


辽宁卫视,http://sweetown.fun:4000/rtp/239.3.1.210:8056
辽宁卫视,http://111.193.234.224:8888/rtp/239.3.1.210:8056
吉林卫视,http://sweetown.fun:4000/rtp/239.3.1.240:8172
吉林卫视,http://111.193.234.224:8888/rtp/239.3.1.240:8172
黑龙江卫视,http://sweetown.fun:4000/rtp/239.3.1.133:8016
黑龙江卫视,http://111.193.234.224:8888/rtp/239.3.1.133:8016
北京卫视,http://125.118.10.234:4022/udp/233.50.201.107:5140
北京卫视,http://125.118.10.234:4022/udp/233.50.200.179:5140
东方卫视,http://sweetown.fun:4000/rtp/239.3.1.136:8032
东方卫视,http://111.193.234.224:8888/rtp/239.3.1.136:8032
东方卫视,http://125.118.10.234:4022/udp/233.50.201.125:5140
天津卫视,http://sweetown.fun:4000/rtp/239.3.1.141:1234
天津卫视,http://111.193.234.224:8888/rtp/239.3.1.141:1234
浙江卫视,http://sweetown.fun:4000/rtp/239.3.1.137:8036
浙江卫视,http://111.193.234.224:8888/rtp/239.3.1.137:8036
浙江卫视,http://125.118.10.234:4022/udp/233.50.200.145:5140
江苏卫视,http://sweetown.fun:4000/rtp/239.3.1.135:8028
江苏卫视,http://111.193.234.224:8888/rtp/239.3.1.135:8028
江苏卫视,http://125.118.10.234:4022/udp/233.50.200.144:5140
安徽卫视,http://sweetown.fun:4000/rtp/239.3.1.211:8064
安徽卫视,http://111.193.234.224:8888/rtp/239.3.1.211:8064
湖南卫视,http://sweetown.fun:4000/rtp/239.3.1.132:8012
湖南卫视,http://111.193.234.224:8888/rtp/239.3.1.132:8012
湖南卫视,http://125.118.10.234:4022/udp/233.50.201.103:5140
贵州卫视,http://sweetown.fun:4000/rtp/239.3.1.149:8076
贵州卫视,http://111.193.234.224:8888/rtp/239.3.1.149:8076
山东卫视,http://sweetown.fun:4000/rtp/239.3.1.209:8052
山东卫视,http://111.193.234.224:8888/rtp/239.3.1.209:8052
山西卫视,http://123.120.10.56:4022/rtp/239.3.1.42:8172
山西卫视,http://175.146.120.43:8888/rtp/232.0.0.86:1234
广东卫视,http://sweetown.fun:4000/rtp/239.3.1.142:8048
广东卫视,http://111.193.234.224:8888/rtp/239.3.1.142:8048
广西卫视,http://sweetown.fun:4000/rtp/239.3.1.39:8300
广西卫视,http://175.146.120.43:8888/rtp/232.0.0.76:1234
湖北卫视,http://sweetown.fun:4000/rtp/239.3.1.138:8044
湖北卫视,http://111.193.234.224:8888/rtp/239.3.1.138:8044
江西卫视,http://sweetown.fun:4000/rtp/239.3.1.123:8164
江西卫视,http://111.193.234.224:8888/rtp/239.3.1.123:8164
江西卫视,http://125.118.10.234:4022/udp/233.50.201.145:5140
河北卫视,http://sweetown.fun:4000/rtp/239.3.1.148:8072
河北卫视,http://111.193.234.224:8888/rtp/239.3.1.148:8072
河南卫视,http://sweetown.fun:4000/rtp/239.3.1.27:8128
河南卫视,http://125.118.10.234:4022/udp/233.50.201.144:5140
四川卫视,http://sweetown.fun:4000/rtp/239.3.1.29:8288
四川卫视,http://125.118.10.234:4022/udp/233.50.200.118:5140
重庆卫视,http://sweetown.fun:4000/rtp/239.3.1.122:8160
重庆卫视,http://111.193.234.224:8888/rtp/239.3.1.122:8160
福建卫视,http://sweetown.fun:4000/rtp/239.3.1.156:8148
福建卫视,http://111.193.234.224:8888/rtp/239.3.1.156:8148
海南卫视,http://sweetown.fun:4000/rtp/239.3.1.45:8304
海南卫视,http://175.146.120.43:8888/rtp/232.0.0.26:1234
青海卫视,http://sweetown.fun:4000/rtp/239.3.1.44:8184
宁夏卫视,http://sweetown.fun:4000/rtp/239.3.1.46:8124
宁夏卫视,http://175.146.120.43:8888/rtp/232.0.0.34:1234
深圳卫视,http://sweetown.fun:4000/rtp/239.3.1.134:8020
深圳卫视,http://111.193.234.224:8888/rtp/239.3.1.134:8020
深圳卫视,http://125.118.10.234:4022/udp/233.50.201.101:5140
云南卫视,http://sweetown.fun:4000/rtp/239.3.1.26:8108
云南卫视,http://125.118.10.234:4022/udp/233.50.200.115:5140
新疆卫视,http://sweetown.fun:4000/rtp/239.3.1.48:8160
新疆卫视,https://live.metshop.top/live/xjws
厦门卫视,http://sweetown.fun:4000/rtp/239.3.1.143:4120
甘肃卫视,http://sweetown.fun:4000/rtp/239.3.1.49:8188
西藏卫视,http://sweetown.fun:4000/rtp/239.3.1.47:8164
陕西卫视,http://sweetown.fun:4000/rtp/239.3.1.41:8140
内蒙古卫视,http://sweetown.fun:4000/rtp/239.3.1.43:8176
北京纪实科教,http://175.146.120.43:8888/rtp/232.0.0.162:1234
上海纪实人文,http://175.146.120.43:8888/rtp/232.0.0.132:1234
辽宁卫视,http://fxgm.fxjf.work:19901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://fxgm.fxjf.work:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://fxgm.fxjf.work:19901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://fxgm.fxjf.work:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://fxgm.fxjf.work:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://fxgm.fxjf.work:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://fxgm.fxjf.work:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
福建卫视,http://fxgm.fxjf.work:19901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://fxgm.fxjf.work:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://fxgm.fxjf.work:19901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://fxgm.fxjf.work:19901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://fxgm.fxjf.work:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://fxgm.fxjf.work:19901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://fxgm.fxjf.work:19901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://fxgm.fxjf.work:19901/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://sweetown.fun:4000/rtp/239.3.1.144:4120
海南卫视,http://fxgm.fxjf.work:19901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视,http://fxgm.fxjf.work:19901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0


📦裸眼3D,#genre#
生物多样性,https://vd3.bdstatic.com/mda-ne6irx2irbjbbr6v/sc/cae_h264/1651932935194074079/mda-ne6irx2irbjbbr6v.mp4
电影,https://vd3.bdstatic.com/mda-kj0kfvyty9dk9nk0/v1-cae/sc/mda-kj0kfvyty9dk9nk0.mp4
木叶上忍的究极对决,https://vd4.bdstatic.com/mda-mahnrqxb6xvgzyte/sc/cae_h264_nowatermark/1610957664/mda-mahnrqxb6xvgzyte.mp4
千里江山图,https://vd4.bdstatic.com/mda-ncrggyx20mz0s134/sc/cae_h264_delogo/1648294922621791952/mda-ncrggyx20mz0s134.mp4
3D投影1,https://vd4.bdstatic.com/mda-ncuizu4wfrjswzxp/720p/h264_delogo/1648560283895563574/mda-ncuizu4wfrjswzxp.mp4
3D投影2,https://vd4.bdstatic.com/mda-ncuiyrw7qj9x5w3z/720p/h264_delogo/1648560203494563586/mda-ncuiyrw7qj9x5w3z.mp4
不同国家,https://vd2.bdstatic.com/mda-ncm7bqn1fvayqcac/sc/cae_h264_delogo/1647926240143319597/mda-ncm7bqn1fvayqcac.mp4
艺术科技感,https://vd3.bdstatic.com/mda-ncrw9pciw60jymyd/sc/cae_h264_delogo/1648329992682771558/mda-ncrw9pciw60jymyd.mp4
视觉艺术,https://vd2.bdstatic.com/mda-ncj8cwfhcr4zyrfd/sc/cae_h264_delogo/1647755833056552862/mda-ncj8cwfhcr4zyrfd.mp4
功夫之王,https://vdse.bdstatic.com//92bd4a8082ab3cb7e96e1d852bc0d5f4.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-05-07T19%3A35%3A37Z%2F-1%2Fhost%2Fbac03dc21a0ea989035da20433039cdcc82efc3a5773df7c4dbcf4d6b6d62443
3D0,https://vd2.bdstatic.com/mda-kfhr50vjwtmttwxc/v1-cae/sc/mda-kfhr50vjwtmttwxc.mp4
3D1,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/1080p/cae_h264/1618549960/mda-mdfijn4crxseyky0.mp4
3d4,https://vd2.bdstatic.com/mda-kmtfv6y5gctpa35w/sc/mda-kmtfv6y5gctpa35w.mp4
混剪3D,https://vd3.bdstatic.com/mda-kksk814vwc1m06av/sc/mda-kksk814vwc1m06av.mp4
3D5,https://vd2.bdstatic.com/mda-kkfx81ffgjvk2qja/v1-cae/sc/mda-kkfx81ffgjvk2qja.mp4
大橘,https://vd4.bdstatic.com/mda-ma2gq0my4ar6a8dz/v1-cae/1080p/mda-ma2gq0my4ar6a8dz.mp4
头号玩家,https://vd2.bdstatic.com/mda-kknwdmibvdrfaavv/v1-cae/1080p/mda-kknwdmibvdrfaavv.mp4
变形金刚1,https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4
精美,https://vd4.bdstatic.com/mda-mjak88esahdcpmc5/1080p/cae_h264/1633962937397290860/mda-mjak88esahdcpmc5.mp4
变形金刚UHD,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4
变形金刚LD,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae_h264_delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4
变形金刚2K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4
变形金刚4K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4
Bicycle,https://vd2.bdstatic.com/mda-mbirabhun6n01ucc/v1-cae/1080p/mda-mbirabhun6n01ucc.mp4
玩家,https://vd3.bdstatic.com/mda-kbhkh7z58qvsn0a1/mda-kbhkh7z58qvsn0a1.mp4
钢铁侠,https://vd4.bdstatic.com/mda-narbupksqbu5yyiy/sc/cae_h264_nowatermark_delogo/1643187081773112317/mda-narbupksqbu5yyiy.mp4
龙腾虎跃,https://vd2.bdstatic.com/mda-nb48vhn84vq41zf3/1080p/cae_h264_delogo/1644042257215201305/mda-nb48vhn84vq41zf3.mp4
终结者,https://vd3.bdstatic.com/mda-jk1hupziz0524rq1/mda-jk1hupziz0524rq1.mp4
AA,https://vd3.bdstatic.com/mda-mfnc43q5ngnzua6p/sc/cae_h264/1624437508830556235/mda-mfnc43q5ngnzua6p.mp4
Dreamcatcher,https://vd3.bdstatic.com/mda-mbiqgzsnfeyv74y6/v1-cae/1080p/mda-mbiqgzsnfeyv74y6.mp4
东京-新宿,https://vd4.bdstatic.com/mda-na6metzpvv5xqh6h/1080p/cae_h264/1641623274673701803/mda-na6metzpvv5xqh6h.mp4
大片3D,https://vd2.bdstatic.com/mda-ki2cvyhz79rw40wg/v1-cae/sc/mda-ki2cvyhz79rw40wg.mp4
裸眼3D,https://vd2.bdstatic.com/mda-kka520dkkf8mrujz/sc/mda-kka520dkkf8mrujz.mp4
裸眼3D2,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/sc/mda-mdfijn4crxseyky0.mp4
小丑,https://vd2.bdstatic.com/mda-jkbrts1znp07ryb8/sc/mda-jkbrts1znp07ryb8.mp4
X战警：黑凤凰,https://vd2.bdstatic.com/mda-jetjizur4bnmfux8/hd/mda-jetjizur4bnmfux8.mp4
长津湖,https://vd3.bdstatic.com/mda-mgq3kek3j2cr07w7/sc/cae_h264_nowatermark/1627180666806871183/mda-mgq3kek3j2cr07w7.mp4
司藤,https://vd4.bdstatic.com/mda-nae2xzfan0zk06f7/sc/cae_h264_delogo/1642265942028031063/mda-nae2xzfan0zk06f7.mp4
星球大战9,https://vd3.bdstatic.com/mda-ndfj480755j9juhe/cae_h264_delogo/1650116825326935651/mda-ndfj480755j9juhe.mp4
MV,https://vd4.bdstatic.com/mda-kmbika46ppvf7nzc/v1-cae/1080p/mda-kmbika46ppvf7nzc.mp4

经典电影,#genre#
地雷战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/a90c788a458e40508615d711b8aae1af/850.m3u8
地道战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/312e39c68cc441feb79d1c2d7e16cbbd/850.m3u8
跟踪追击,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/059096230b4e46c0b5d4929ff98435d0/850.m3u8
红牡丹,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/921b8081b58b4c2f81fb233b6c8e89ac/850.m3u8
侦察兵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/3e4727a0fca34aa8b9774472a4908eaf/850.m3u8
三毛流浪记,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b9ce94c233b043bebe30340f09868ed1/850.m3u8
红色娘子军,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2ea3b03b3a414303b830f92579243001/850.m3u8
五朵金花,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ae639196cf3949368c1b05776bb1d4fa/850.m3u8
洪湖赤卫队,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2a58afdece3342eaac927648a2cccabd/850.m3u8
狼牙山五壮士,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/71c649af833c43a9b61e4f5c913bbd6b/850.m3u8
战上海,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/e84b188d1bf7484fb4907d99827cbd45/850.m3u8
铁道游击队,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/46d8664dacad4dbb9c790256688048dc/850.m3u8
红孩子,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/bf55b84744d64eeaaedc5ea603855597/850.m3u8
宝葫芦的秘密,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/866474add7224067877bed430d9380ab/850.m3u8
董存瑞,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b657281ba44a4b279f55ec860c12543b/850.m3u8
地下尖兵,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/188d5706e5774f06850e06e4f181c4bd/850.m3u8
三毛从军记,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/919a08437d44499b87b7b4903f2b2ae6/850.m3u8
小兵张嘎,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d8c05f3ca36d48e6b1997b523e885c5c/850.m3u8
闪闪的红星,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/b90fcf1a5425479baf3a045282a1f263/850.m3u8
祖国的花朵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ef10a9a9b1534fe38fd4fdfdac1ed493/850.m3u8
花儿朵朵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/53a44d8649024b58b69f4468b922b8f0/850.m3u8
上甘岭,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c91f7aae9b8b4c578a7d9ecdf94b9dca/850.m3u8
